,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
141,0,89,subaru,four,wagon,fwd,front,97.0,0.8563672260612044,0.9121338912133892,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,28,32,7463.0,8.392857142857142,7.34375,Low,False,True,True,False
142,0,89,subaru,four,wagon,fwd,front,97.0,0.8563672260612044,0.9121338912133892,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,25,31,10198.0,9.4,7.580645161290323,Low,False,True,True,False
143,0,85,subaru,four,wagon,4wd,front,96.9,0.8568608094768015,0.9121338912133892,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,23,29,8013.0,10.217391304347826,8.10344827586207,Low,False,True,True,False
144,0,85,subaru,four,wagon,4wd,front,96.9,0.8568608094768015,0.9121338912133892,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,23,23,11694.0,10.217391304347826,10.217391304347826,Medium,False,True,False,True
145,1,87,toyota,two,hatchback,fwd,front,95.7,0.7833168805528133,0.8870292887029289,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,35,39,5348.0,6.714285714285714,6.0256410256410255,Low,False,True,True,False
146,1,87,toyota,two,hatchback,fwd,front,95.7,0.7833168805528133,0.8870292887029289,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6338.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
147,1,74,toyota,four,hatchback,fwd,front,95.7,0.7833168805528133,0.8870292887029289,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6488.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
148,0,77,toyota,four,wagon,fwd,front,95.7,0.8376110562685093,0.8870292887029289,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,37,6918.0,7.580645161290323,6.351351351351352,Low,False,True,True,False
149,0,81,toyota,four,wagon,4wd,front,95.7,0.8376110562685093,0.8870292887029289,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,7898.0,8.703703703703704,7.34375,Low,False,True,True,False
150,0,91,toyota,four,wagon,4wd,front,95.7,0.8376110562685093,0.8870292887029289,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,8778.0,8.703703703703704,7.34375,Low,False,True,True,False
151,0,91,toyota,four,sedan,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,6938.0,7.833333333333333,6.351351351351352,Low,False,True,True,False
152,0,91,toyota,four,hatchback,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,7198.0,7.833333333333333,6.351351351351352,Low,False,True,True,False
153,0,91,toyota,four,sedan,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,34,36,7898.0,6.911764705882353,6.527777777777778,Low,True,False,True,False
154,0,91,toyota,four,hatchback,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,38,47,7788.0,6.184210526315789,5.0,Low,True,False,True,False
155,0,91,toyota,four,sedan,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,38,47,7738.0,6.184210526315789,5.0,Low,False,True,True,False
156,0,91,toyota,four,hatchback,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,8358.0,8.392857142857142,6.911764705882353,Low,False,True,True,False
157,0,91,toyota,four,sedan,fwd,front,95.7,0.8208292201382035,0.898186889818689,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,9258.0,8.392857142857142,6.911764705882353,Low,False,True,True,False
158,1,168,toyota,two,sedan,rwd,front,94.5,0.832675222112537,0.8926080892608089,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8058.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
159,1,168,toyota,two,hatchback,rwd,front,94.5,0.832675222112537,0.8926080892608089,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8238.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
160,1,168,toyota,two,sedan,rwd,front,94.5,0.832675222112537,0.8926080892608089,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9298.0,9.038461538461538,8.10344827586207,Medium,False,True,True,False
161,1,168,toyota,two,hatchback,rwd,front,94.5,0.832675222112537,0.8926080892608089,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9538.0,9.038461538461538,8.10344827586207,Medium,False,True,True,False
162,2,134,toyota,two,hardtop,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,8449.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9639.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
164,2,134,toyota,two,hatchback,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9989.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
165,2,134,toyota,two,hardtop,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11199.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
166,2,134,toyota,two,hatchback,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11549.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
167,2,134,toyota,two,convertible,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,17669.0,9.791666666666666,7.833333333333333,Medium,False,True,True,False
168,-1,65,toyota,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,29,34,8948.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,30,33,10698.0,7.833333333333333,7.121212121212121,Low,True,False,False,True
170,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,9988.0,8.703703703703704,7.34375,Low,False,True,True,False
171,-1,65,toyota,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,10898.0,8.703703703703704,7.34375,Low,False,True,True,False
172,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,11248.0,8.703703703703704,7.34375,Low,False,True,True,False
173,3,197,toyota,two,hatchback,rwd,front,102.9,0.9057255676209279,0.9442119944211994,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,20,24,16558.0,11.75,9.791666666666666,High,False,True,True,False
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.9057255676209279,0.9442119944211994,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,19,24,15998.0,12.368421052631579,9.791666666666666,High,False,True,True,False
175,-1,90,toyota,four,sedan,rwd,front,104.5,0.9269496544916092,0.9274755927475592,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,20,24,15690.0,11.75,9.791666666666666,High,False,True,True,False
177,2,122,volkswagen,two,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7775.0,6.351351351351352,5.108695652173913,Low,True,False,True,False
178,2,122,volkswagen,two,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,7975.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
179,2,94,volkswagen,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7995.0,6.351351351351352,5.108695652173913,Low,True,False,True,False
180,2,94,volkswagen,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8195.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8495.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,37,42,9495.0,6.351351351351352,5.595238095238095,Low,True,False,False,True
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,26,32,9995.0,9.038461538461538,7.34375,Medium,False,True,True,False
185,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.8178677196446199,0.8926080892608089,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,9980.0,9.791666666666666,8.10344827586207,Low,False,True,True,False
189,-2,103,volvo,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,12940.0,10.217391304347826,8.392857142857142,Medium,False,True,True,False
190,-1,74,volvo,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,13415.0,10.217391304347826,8.392857142857142,Medium,False,True,True,False
191,-2,103,volvo,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,15985.0,9.791666666666666,8.392857142857142,Medium,False,True,True,False
192,-1,74,volvo,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,16515.0,9.791666666666666,8.392857142857142,Medium,False,True,True,False
193,-2,103,volvo,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18420.0,13.823529411764707,10.681818181818182,High,False,True,False,True
194,-1,74,volvo,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18950.0,13.823529411764707,10.681818181818182,High,False,True,False,True
195,-1,95,volvo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,16845.0,10.217391304347826,8.392857142857142,Medium,False,True,True,False
196,-1,95,volvo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9595536959553695,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19,25,19045.0,12.368421052631579,9.4,High,False,True,False,True
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,18,23,21485.0,13.055555555555555,10.217391304347826,Medium,False,True,True,False
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,26,27,22470.0,9.038461538461538,8.703703703703704,Medium,True,False,False,True
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,19,25,22625.0,12.368421052631579,9.4,Medium,False,True,False,True
